创建月份,开发人,SKU,创建时间,产品名称,采购价(CNY),是否组合主SKU,本地产品状态,开品状态,是否定制,是否多件/套装,主方向,产品族,主题,商品标准化类型,价值主导类型,标准化判定依据,标准化判定置信度,是否需要人工复核,风险标记,第一层判断,判断说明,产品族首次出现月份（开发人）,产品族最近出现月份（开发人）,产品族出现月份数（开发人）,产品族出现月份列表（开发人）,本月产品族状态
2025-07,宋凤莉,2590034,2025-07-31 02:38:06,水豚小配件（盒装）（直接和供应商说要200个一盒） 200pcs,8.0,否,在售,1,否,是,功能标品与杂项配件,水豚小配件,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“配件”,高,否,规格适配复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255008,2025-07-31 03:25:57,带绳子鹅毛毽子17厘米 2pcs,3.6,否,在售,1,否,是,待人工方向复核,带绳子鹅毛毽子17厘米 2pcs,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255009,2025-07-31 03:25:57,自行车合金脚柱-实心款100mm-2pcs-黑色,4.9,否,在售,1,否,是,汽车骑行户外与功能配件,自行车合金脚柱,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255010,2025-07-31 03:25:57,自行车合金脚柱-实心款100mm-2pcs-红色,4.9,否,在售,1,否,是,汽车骑行户外与功能配件,自行车合金脚柱,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255011,2025-07-31 03:25:57,自行车合金脚柱-实心款100mm-2pcs-蓝色,4.9,否,在售,1,否,是,汽车骑行户外与功能配件,自行车合金脚柱,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255012,2025-07-31 03:25:57,高尔夫捞球器-不锈钢伸缩款41-290cm-黑色,11.0,否,在售,1,否,否,户外运动与钓鱼用品,高尔夫捞球器,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255013,2025-07-31 03:25:57,线锯-opp装黑色皮套拉环-2pcs,3.5,否,在售,1,否,是,待人工方向复核,线锯,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255014,2025-07-31 03:25:57,车载led化妆镜-白色绑带三色光 带电产品！,20.0,否,在售,1,否,否,电子与功能设备,车载led化妆镜,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“车载”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255015,2025-07-31 03:25:57,车载便携式化妆镜-白色 带电产品！,12.0,否,在售,1,否,否,电子与功能设备,车载便携式化妆镜,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“车载”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255016,2025-07-31 03:25:57,宝马水箱盖,8.0,否,在售,1,否,否,汽车维修与适配配件,宝马水箱盖,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255017,2025-07-31 03:25:57,大众系列水箱盖,4.5,否,在售,1,否,否,待人工方向复核,大众系列水箱盖,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255018,2025-07-31 03:25:57,现代起亚水箱盖,5.0,否,在售,1,否,否,待人工方向复核,现代起亚水箱盖,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,蒋舒,2255019,2025-07-31 03:25:57,发动机冷却液副水箱盖-2pcs 黑色（适用尼桑启辰英菲尼迪天籁雷诺）,1.4,否,在售,1,否,是,功能工具与维修配件,发动机冷却液副水箱盖,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“适用”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580020,2025-07-31 03:45:33,金色项链+耳环,6.75,否,在售,1,否,否,服饰饰品与随身配件,金色项链+耳环,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580021,2025-07-31 03:45:33,银色项链+耳环,6.75,否,在售,1,否,否,服饰饰品与随身配件,银色项链+耳环,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580022,2025-07-31 03:45:33,金色肚皮舞腰饰,11.5,否,在售,1,否,否,待人工方向复核,金色肚皮舞腰饰,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580023,2025-07-31 03:45:33,银色肚皮舞腰饰,11.5,否,在售,1,否,否,待人工方向复核,银色肚皮舞腰饰,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580024,2025-07-31 03:45:33,金色（一包十个圈）,2.34,否,在售,1,否,否,待人工方向复核,金色,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580025,2025-07-31 03:45:33,金色皮舞裙套装4pcs（金色肚皮舞腰饰+项链+耳环）,18.25,是,在售,1,否,是,服饰饰品与随身配件,金色皮舞裙套装4pcs,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580026,2025-07-31 03:45:33,银色皮舞裙套装（金色肚皮舞腰饰+项链+耳环）,18.25,是,在售,1,否,是,服饰饰品与随身配件,银色皮舞裙套装,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580027,2025-07-31 03:45:33,金色皮舞裙套装14pcs（项链1条+耳环1对（两只）+手环10个（一包10个）+腰饰1条）,20.59,是,在售,1,否,是,服饰饰品与随身配件,金色皮舞裙套装14pcs,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580028,2025-07-31 03:45:33,磁性气瓶液位指示器4pcs 带磁产品！,12.0,否,在售,1,否,是,待人工方向复核,磁性气瓶液位指示器4pcs 带磁产品！,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580029,2025-07-31 03:45:33,磁性气瓶液位指示器6pcs 带磁产品！,18.0,否,在售,1,否,是,待人工方向复核,磁性气瓶液位指示器6pcs 带磁产品！,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580030,2025-07-31 03:45:33,20*20水晶鸟挂饰2pcs（第37款）,8.0,否,在售,1,否,是,图像主题载体与装饰周边,挂饰,鸟类/知更鸟,非标,图像审美主导,标题包含非标特征词“挂饰”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2026-05,9,2025-07、2025-08、2025-09、2025-10、2025-11、2025-12、2026-03、2026-04、2026-05,新增品线
2025-07,宋凤莉,2580031,2025-07-31 03:45:33,去黑头贴三盒（第三款10片装）,10.2,否,在售,1,否,否,待人工方向复核,去黑头贴三盒,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580032,2025-07-31 03:45:33,户外钥匙扣12pcs 指南针铝合金DC27T6pcs（银色*2+金色*2+黑色*2）+求生口哨6pcs（银色*2+金色*2+黑色*2）,14.76,是,在售,1,否,是,图像主题载体与装饰周边,钥匙扣,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钥匙扣”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2026-06,12,2025-07、2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,新增品线
2025-07,宋凤莉,2580033,2025-07-31 03:45:33,指南针铝合金DC27T6pcs（银色*2+金色*2+黑色*2）,10.8,否,在售,1,否,是,待人工方向复核,指南针铝合金DC27T6pcs,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580034,2025-07-31 03:45:33,求生口哨6pcs（银色*2+金色*2+黑色*2）,3.96,否,在售,1,否,是,待人工方向复核,求生口哨6pcs,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580035,2025-07-31 03:45:33,电动跳舞章鱼玩具英文彩盒（绿色）,15.0,否,在售,1,否,否,玩具解压与3D打印,电动跳舞章鱼玩具英文彩盒,海洋水生,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580036,2025-07-31 03:45:33,电动跳舞章鱼玩具英文彩盒（粉色）,15.0,否,在售,1,否,否,玩具解压与3D打印,电动跳舞章鱼玩具英文彩盒,海洋水生,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-07,2025-07,1,2025-07,新增品线
2025-07,宋凤莉,2580037,2025-07-31 03:45:33,电动跳舞章鱼玩具英文彩盒（黄色）,15.0,否,在售,1,否,否,玩具解压与3D打印,电动跳舞章鱼玩具英文彩盒,海洋水生,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-07,2025-07,1,2025-07,新增品线
2025-08,蒋舒,2255020,2025-08-01 01:44:17,可爱幽灵笔架,4.0,否,在售,1,否,否,创意非标与收藏杂项,可爱幽灵笔架,通用/无明显主题,非标,图像审美主导,标题包含明确视觉/主题词“可爱”且未发现更强功能证据,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,蒋舒,2255021,2025-08-01 01:44:17,3d打印-铰链幽灵三件装,6.8,否,在售,1,否,否,玩具解压与3D打印,3D打印,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2026-05,8,2025-04、2025-05、2025-07、2025-08、2025-12、2026-02、2026-03、2026-05,跨月延续
2025-08,蒋舒,2255022,2025-08-01 06:23:07,供应商标签-无VAT暂用,0.0,否,在售,1,否,否,待人工方向复核,供应商标签,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600001,2025-08-04 07:51:10,1/2生日派对套装蓝色（happy 1/2 birthday半岁生日横幅蓝色＋1/2生日帽蓝色）,11.0,是,在售,1,否,是,派对贺卡与礼品,1/2生日派对套装蓝色,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“派对”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-11,2,2025-08、2025-11,新增品线
2025-08,宋凤莉,2600002,2025-08-04 07:51:10,1/2生日帽蓝色,6.0,否,在售,1,否,否,派对贺卡与礼品,1/2生日帽蓝色,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600003,2025-08-04 07:51:10,happy 1/2 birthday半岁生日横幅蓝色,5.0,否,在售,1,否,否,派对贺卡与礼品,happy 1/2 birthday半岁生日横幅,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600004,2025-08-04 07:51:10,1/2生日派对套装粉色（粉红色蝴蝶结生日派对用品＋1/2生日帽粉色）,9.7,是,在售,1,否,是,派对贺卡与礼品,1/2生日派对套装粉色,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“派对”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600005,2025-08-04 07:51:10,1/2生日帽粉色,6.5,否,在售,1,否,否,派对贺卡与礼品,1/2生日帽粉色,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600006,2025-08-04 07:51:10,粉红色蝴蝶结生日派对用品,3.2,否,在售,1,否,否,派对贺卡与礼品,粉红色蝴蝶结生日派对用品,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“派对”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600007,2025-08-04 07:51:10,自行车阀适配器套装5pcs,6.5,否,在售,1,否,是,汽车骑行户外与功能配件,自行车阀适配器套装5pcs,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“适配”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600008,2025-08-04 07:51:10,汽车钥匙壳透黑（钥匙套＋子弹挂扣）2pcs,14.0,否,在售,1,否,是,汽车骑行户外与功能配件,汽车钥匙壳透黑,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,规格适配复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600009,2025-08-04 07:51:10,迷你树脂蘑菇装饰30pcs（10色树脂蘑菇*2+树脂蘑菇1*1/2*1/3*1/4*1/5*1/7*1/10*1/12*1/13*1/14*1）,5.74,否,在售,1,否,是,玩具手办与解压收藏,迷你树脂蘑菇装饰30pcs,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“树脂”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600010,2025-08-04 07:51:10,安全带调节器5pcs,12.5,否,在售,1,否,是,待人工方向复核,安全带调节器5pcs,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600011,2025-08-04 07:51:10,【8pcs】多功能鱼竿架（蓝色/橙色/绿色/粉色*2）-【1色2个4个色（8个1包）】,6.3,否,在售,1,否,是,户外运动与钓鱼用品,多功能鱼竿架,海洋水生,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600012,2025-08-04 07:51:10,非洲去角质网状海绵2pcs（黑色*1/咖啡色*1）,5.8,否,在售,1,否,是,待人工方向复核,非洲去角质网状海绵2pcs,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600013,2025-08-04 07:51:10,普拉提瑜伽袜白色2pcs,6.4,否,在售,1,否,是,健康康复与身体护理,普拉提瑜伽袜白色2pcs,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2600014,2025-08-04 07:51:10,高尔夫球杆凹槽磨刀器清洁器套装黑色,8.8,否,在售,1,否,是,功能工具与维修配件,高尔夫球杆凹槽磨刀器清洁器套装黑色,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“清洁”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560065,2025-08-06 03:05:24,圣诞鹿角发夹头饰-圣诞发夹彩袋包装（5对/装-混发）,7.5,否,在售,1,否,否,服饰饰品与随身配件,圣诞鹿角发夹头饰,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560066,2025-08-06 03:05:24,枫叶珠宝首饰3pcs,5.36,是,在售,1,否,是,服饰饰品与随身配件,枫叶珠宝首饰3pcs,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560067,2025-08-06 03:05:24,枫叶项链手链2pcs【X-182枫叶项链*1+S-168*1】,3.66,否,在售,1,否,是,服饰饰品与随身配件,手链,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2026-06,8,2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-05、2026-06,新增品线
2025-08,宋凤莉,2560068,2025-08-06 03:05:24,红色枫叶耳环【耳环款】,1.7,否,在售,1,否,否,服饰饰品与随身配件,红色枫叶耳环,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“耳环”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560069,2025-08-06 03:05:24,万圣节淘气鬼幽灵装饰树脂摆件【淘气鬼装饰A款】,16.0,否,在售,1,否,否,玩具手办与解压收藏,万圣节淘气鬼幽灵装饰树脂摆件,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“摆件”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560070,2025-08-06 03:05:24,花朵耳环-【耳钩】-一对,3.99,否,在售,1,否,否,服饰饰品与随身配件,花朵耳环,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“耳环”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560071,2025-08-06 03:05:24,丝绒红蝴蝶结圣诞树装饰10pcs-【红色+拷金边*10】,18.0,否,在售,1,否,是,创意非标与收藏杂项,丝绒红蝴蝶结圣诞树装饰10pcs,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“装饰”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560072,2025-08-06 03:05:24,水晶猫摆件-【黑曜石】,9.5,否,在售,1,否,否,玩具手办与解压收藏,水晶猫摆件,猫狗宠物,非标,图像审美主导,标题包含非标特征词“摆件”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560073,2025-08-06 03:05:24,水晶猫摆件-【1.5英寸睡猫虎眼石】,12.0,否,在售,1,否,否,玩具手办与解压收藏,水晶猫摆件,猫狗宠物,非标,图像审美主导,标题包含非标特征词“摆件”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560074,2025-08-06 03:05:24,爱心蝴蝶结气球4pcs-【哑光爱心蝴蝶结粉色*4】,3.8,否,在售,1,否,是,派对贺卡与礼品,爱心蝴蝶结气球4pcs,花卉蝴蝶,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560075,2025-08-06 03:05:24,爱心蝴蝶结气球4pcs-【哑光爱心蝴蝶结黑色*4】,3.8,否,在售,1,否,是,派对贺卡与礼品,爱心蝴蝶结气球4pcs,花卉蝴蝶,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560076,2025-08-06 03:05:24,爱心蝴蝶结气球4pcs-【哑光爱心蝴蝶结米色*4】,3.8,否,在售,1,否,是,派对贺卡与礼品,爱心蝴蝶结气球4pcs,花卉蝴蝶,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560077,2025-08-06 03:05:24,疼痛解压玩具2pcs-【蓝绿色*1+蓝紫色*1-(长款按压式)尖刺握把】,14.0,否,在售,1,否,是,玩具解压与3D打印,疼痛解压玩具2pcs,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560078,2025-08-06 03:05:24,疼痛解压滚轮玩具-【拼色-双直轮*1】,6.9,否,在售,1,否,否,玩具解压与3D打印,疼痛解压滚轮玩具,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560079,2025-08-06 03:05:24,盒子切割器-【YELLOW-黄色*3】,6.9,否,在售,1,否,否,待人工方向复核,盒子切割器,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560081,2025-08-06 03:05:24,男女士人形钻石项链-【蓝色单吊坠*1+花篮-钢色3.0mm粗-55cm*1】,13.3,是,在售,1,否,否,服饰饰品与随身配件,男女士人形钻石项链,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
2025-08,宋凤莉,2560082,2025-08-06 03:05:24,男女士人形钻石项链-【红色单吊坠*1+花篮-钢色3.0mm粗-55cm*1】,13.3,是,在售,1,否,否,服饰饰品与随身配件,男女士人形钻石项链,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“项链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2025-08,1,2025-08,新增品线
